,embed,bias
2774, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative elijah e cummings ,0.0
2775, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative elijah e cummings ,0.0
2776, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative elijah e cummings ,0.0
2777, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative elijah e cummings ,0.0
2778, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s senator susan collins ,0.0
2779, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbylois capps ,0.0
2780, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbylois capps ,0.0
2781, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbylois capps ,0.0
2782, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbylois capps ,0.0
2783, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbylois capps ,0.0
2784, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbylois capps ,0.0
2785, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative michael e capuano ,0.0
2786, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative michael e capuano ,0.0
2787, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative michael e capuano ,1.0
2788, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep joe crowley ,1.0
2789, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep joe crowley ,0.0
2790, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman ander crenshaw ,0.0
2791, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman ander crenshaw ,0.0
2792, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman ander crenshaw ,0.0
2793, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbysenator shelley moore capito ,0.0
2794, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbysenator shelley moore capito ,1.0
2795, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbysenator shelley moore capito ,0.0
2796, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbysenator shelley moore capito ,0.0
2797, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbysenator shelley moore capito ,0.0
2798, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn carter ,0.0
2799, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn carter ,0.0
2800, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn carter ,0.0
2801, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn carter ,0.0
2802, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn carter ,0.0
2803, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn carter ,0.0
2804, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn carter ,0.0
2805, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn carter ,0.0
2806, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn carter ,1.0
2807, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn carter ,1.0
2808, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn carter ,1.0
2809, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn carter ,1.0
2810, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn carter ,1.0
2811, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn carter ,1.0
2812, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn carter ,1.0
2813, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn carter ,0.0
2814, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn carter ,1.0
2815, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn carter ,1.0
2816, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman tom cole ,0.0
2817, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman tom cole ,1.0
2818, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman tom cole ,0.0
2819, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman tom cole ,0.0
2820, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman tom cole ,0.0
2821, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn cornyn ,0.0
2822, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn cornyn ,0.0
2823, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn cornyn ,0.0
2824, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn cornyn ,0.0
2825, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn cornyn ,1.0
2826, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn cornyn ,0.0
2827, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn cornyn ,1.0
2828, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn cornyn ,1.0
2829, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn cornyn ,0.0
2830, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn cornyn ,1.0
2831, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn cornyn ,1.0
2832, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn cornyn ,0.0
2833, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn cornyn ,0.0
2834, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn cornyn ,0.0
2835, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn cornyn ,0.0
2836, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn cornyn ,1.0
2837, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjohn cornyn ,0.0
2838, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman jim costa ,0.0
2839, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman jim costa ,0.0
2840, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman jim costa ,0.0
2841, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman jim costa ,1.0
2842, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyemanuel cleaver ii ,0.0
2843, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyemanuel cleaver ii ,0.0
2844, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbymike conaway ,0.0
2845, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbymike conaway ,0.0
2846, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbymike conaway ,0.0
2847, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbymike conaway ,0.0
2848, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbymike conaway ,0.0
2849, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbymike conaway ,0.0
2850, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbymike conaway ,0.0
2851, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbymike conaway ,0.0
2852, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbymike conaway ,0.0
2853, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s congressman henry cuellar tx 28 ,0.0
2854, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s congressman henry cuellar tx 28 ,0.0
2855, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s congressman henry cuellar tx 28 ,0.0
2856, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s congressman henry cuellar tx 28 ,0.0
2857, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s congressman henry cuellar tx 28 ,0.0
2858, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s congressman henry cuellar tx 28 ,1.0
2859, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s congressman henry cuellar tx 28 ,1.0
2860, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s congressman henry cuellar tx 28 ,1.0
2861, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s congressman henry cuellar tx 28 ,0.0
2862, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s congressman henry cuellar tx 28 ,0.0
2863, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s congressman henry cuellar tx 28 ,0.0
2864, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s congressman henry cuellar tx 28 ,0.0
2865, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s congressman henry cuellar tx 28 ,0.0
2866, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s rep kathy castor ,0.0
2867, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s rep kathy castor ,0.0
2868, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s rep kathy castor ,0.0
2869, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s rep kathy castor ,1.0
2870, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s rep kathy castor ,0.0
2871, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s rep kathy castor ,0.0
2872, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s rep kathy castor ,0.0
2873, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s rep yvette d clarke ,0.0
2874, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s rep yvette d clarke ,1.0
2875, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s rep yvette d clarke ,1.0
2876, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s rep yvette d clarke ,1.0
2877, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s rep yvette d clarke ,1.0
2878, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyu s rep yvette d clarke ,0.0
2879, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman steve cohen ,0.0
2880, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman steve cohen ,1.0
2881, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman steve cohen ,0.0
2882, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman steve cohen ,0.0
2883, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman steve cohen ,0.0
2884, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman steve cohen ,0.0
2885, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjoe courtney ,0.0
2886, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjoe courtney ,0.0
2887, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjoe courtney ,0.0
2888, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjoe courtney ,0.0
2889, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjoe courtney ,0.0
2890, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjoe courtney ,0.0
2891, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjoe courtney ,0.0
2892, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbysenator robert p casey jr ,0.0
2893, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbysenator robert p casey jr ,0.0
2894, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbysenator robert p casey jr ,1.0
2895, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbysenator robert p casey jr ,0.0
2896, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbysenator robert p casey jr ,1.0
2897, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbysenator robert p casey jr ,0.0
2898, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbysenator robert p casey jr ,0.0
2899, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbysenator bob corker ,1.0
2900, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbysenator bob corker ,0.0
2901, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbysenator bob corker ,0.0
2902, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbysenator bob corker ,1.0
2903, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman andr carson ,0.0
2904, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman andr carson ,0.0
